country_idx,safety_title,safety_url,created_at
21,"스웨덴 정부 테러 위협 단계 상향(8.17)에 따른 재외국민 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=243&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-08-21
1,"그리스, 로도스(Rhodes) 섬 산불 발생에 따른 안전 유의 당부","https://www.0404.go.kr/dev/newest_view.nmofa?id=244&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-07-24
33,"해외배송 우편물 관련 안전유의 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=245&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-07-22
미지정,"현행 여행금지 지정 6개월 연장 및 팔레스타인 가자지구 신규 지정","https://www.0404.go.kr/dev/newest_view.nmofa?id=246&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-07-14
47,"페루, 길랑-바레 증후군 확산 현황 및 유의사항 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=247&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-07-13
31,"이스라엘, 서안지구 군사작전에 따른 이-팔 충돌 우려 관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=249&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-07-04
48,"프랑스, 폭력시위 관련 안전유의 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=251&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-30
13,"모리셔스, 뎅기열 확산 관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=252&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-30
28,"온두라스, 코르테스州 무차별 살상 사건 발생 관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=253&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-29
34,"중국, '반간첩법' 개정안 시행 관련 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=256&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-26
10,"러시아, 바그너 그룹 군사 움직임 관련 재외국민 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=257&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-24
2,"남아프리카공화국, 요하네스버그 Diepsloot 지역 치안불안 관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=258&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-23
32,"일본, 입국 시 금 또는 금제품 반입 주의","https://www.0404.go.kr/dev/newest_view.nmofa?id=259&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-12
37,"캐나다, 서부 지역 산불 관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=260&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-09
49,"필리핀, 마욘(Mayon)화산 폭발 징후 관련 안전 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=261&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-09
19,"세네갈, 야당 대표 재판 결과 관련 시위 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=262&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-05
37,"캐나다 노바스코샤주 산불 관련 안전 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=263&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-01
32,"오키나와 제2호 태풍(마와르) 접근관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=264&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-06-01
15,"괌, 태풍(마와르) 피해로 인한 괌 공항 폐쇄 및 긴급 민원 접수 방법 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=265&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-05-25
47,"(다수 국가 공통 사항) 페루 산악 지역 트레킹 및 방문시 유의사항 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=266&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-05-18
31,"이스라엘 가자지구발 대규모 로켓 공격 및 테러 발생 우려 관련 긴급 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=267&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-05-11
45,"파키스탄 치안 상황 악화 관련 안전 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=268&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-05-10
26,"엘살바도르 치안 확립을 위해 비상사태 재연장","https://www.0404.go.kr/dev/newest_view.nmofa?id=269&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-05-08
30,"이란 히잡 착용 관련 유의사항 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=270&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-05-08
25,"에콰도르 치안 상황 악화 관련 안전 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=271&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-04-28
9,"라오스 골든트라이앵글 경제특구 등 취업 관련 주의","https://www.0404.go.kr/dev/newest_view.nmofa?id=272&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-04-24
